State,City,Order_Date,Restaurant_Name,Location,Category,Dish_Name,Price_INR,Rating,Rating_Count
Rajasthan,Jaipur,09-06-2024,KFC,Koramangala,Dessert,Ice Cream,599,4.1,3569
Karnataka,Bengaluru,30-10-2024,Pizza Hut,Andheri,Beverages,Mango Shake,599,4.6,2533
Tamil Nadu,Madurai,07-03-2025,Subway,West,Dessert,Gulab Jamun,699,4.1,1006
Telangana,Hyderabad,13-03-2025,Roll Nation,North,Beverages,Mango Shake,599,4.9,965
Karnataka,Mangalore,09-11-2025,Spice Hub,East,South Indian,Idli,499,3.7,3760
Karnataka,Mysuru,02-08-2025,Biryani House,East,Biryani,Veg Biryani,249,4.8,3952
Telangana,Hyderabad,13-04-2024,Biryani House,Banjara Hills,South Indian,Vada,299,4.5,4242
Madhya Pradesh,Indore,16-02-2024,Spice Hub,Sector 18,Pizza,Margherita,299,4.9,3096
Gujarat,Surat,16-08-2024,Food Junction,West,Chinese,Manchurian,699,3.5,2880
Tamil Nadu,Chennai,06-12-2025,Pizza Hut,MG Road,Biryani,Hyderabadi Biryani,149,3.7,3847
Madhya Pradesh,Indore,08-05-2025,Biryani House,Koramangala,Chinese,Fried Rice,99,4.4,407
Karnataka,Mangalore,09-10-2025,Biryani House,West,Burger,Veg Burger,499,4.4,153
Tamil Nadu,Madurai,26-01-2024,Roll Nation,South,North Indian,Paneer Butter Masala,249,3.5,2378
Maharashtra,Mumbai,14-03-2025,Subway,Andheri,Dessert,Gulab Jamun,99,4.9,3955
West Bengal,Kolkata,12-02-2024,Subway,West,Pizza,Pepper Paneer,299,5,2695
Madhya Pradesh,Indore,29-09-2025,Domino's,North,South Indian,Vada,349,4.5,2896
West Bengal,Kolkata,02-02-2024,KFC,Koramangala,North Indian,Dal Makhani,599,3.9,2936
Gujarat,Surat,09-03-2025,Pizza Hut,West,Burger,Cheese Burger,399,4.2,4859
Uttar Pradesh,Noida,09-11-2024,Food Junction,North,Beverages,Mango Shake,599,4.8,3828
Karnataka,Bengaluru,05-09-2025,Food Junction,West,Burger,Veg Burger,699,4,2347
Gujarat,Ahmedabad,02-06-2025,KFC,Koramangala,South Indian,Masala Dosa,699,4.6,3643
Uttar Pradesh,Kanpur,16-07-2025,Tandoori Treat,Sector 18,Chinese,Manchurian,349,3.9,2026
Madhya Pradesh,Indore,27-08-2025,Burger King,West,Biryani,Paneer Biryani,599,4.1,529
Karnataka,Mysuru,04-10-2024,Biryani House,Koramangala,Biryani,Veg Biryani,499,4.7,4347
Telangana,Warangal,23-12-2025,Burger King,South,Biryani,Paneer Biryani,599,4.5,3221
Tamil Nadu,Coimbatore,12-05-2025,Domino's,Koramangala,North Indian,Dal Makhani,249,4.2,635
Tamil Nadu,Madurai,09-02-2024,Tandoori Treat,West,Biryani,Veg Biryani,249,4.9,2637
West Bengal,Siliguri,30-09-2025,Roll Nation,North,Dessert,Gulab Jamun,499,3.9,4528
Delhi,New Delhi,11-10-2024,Spice Hub,North,Pizza,Margherita,499,4,435
Karnataka,Bengaluru,08-08-2025,KFC,Central,Dessert,Ice Cream,349,4.3,475
Telangana,Warangal,29-07-2025,Spice Hub,North,Dessert,Ice Cream,149,4.2,4368
Telangana,Hyderabad,01-12-2024,Biryani House,Sector 18,Chinese,Fried Rice,499,3.6,3459
Gujarat,Surat,11-07-2025,Domino's,Andheri,Beverages,Mango Shake,199,4.1,1352
West Bengal,Siliguri,02-03-2025,Subway,MG Road,Dessert,Ice Cream,199,3.9,2499
Madhya Pradesh,Bhopal,12-02-2025,Roll Nation,Central,South Indian,Vada,399,4.5,4937
Madhya Pradesh,Bhopal,12-10-2024,Pizza Hut,Sector 18,North Indian,Paneer Butter Masala,249,4.7,2170
Maharashtra,Pune,10-06-2025,KFC,Banjara Hills,Pizza,Veg Farmhouse,249,3.5,4628
Madhya Pradesh,Indore,27-03-2025,Pizza Hut,Sector 18,South Indian,Idli,499,4.6,183
Tamil Nadu,Chennai,08-10-2024,Roll Nation,West,Chinese,Hakka Noodles,599,4.9,3390
Karnataka,Bengaluru,15-02-2024,Spice Hub,Central,Chinese,Fried Rice,249,4.5,179
Madhya Pradesh,Bhopal,11-07-2024,Biryani House,West,North Indian,Dal Makhani,599,4,187
Maharashtra,Mumbai,01-06-2025,KFC,Koramangala,Chinese,Fried Rice,99,4.4,4242
Maharashtra,Mumbai,30-04-2024,Royal Kitchen,West,Chinese,Manchurian,249,3.9,3523
Tamil Nadu,Chennai,01-02-2024,Biryani House,Central,Dessert,Gulab Jamun,399,3.6,4089
Karnataka,Bengaluru,21-12-2024,Cafe Aroma,Banjara Hills,Burger,Cheese Burger,299,4.9,1197
Telangana,Hyderabad,24-08-2025,Roll Nation,Sector 18,South Indian,Idli,349,4.8,635
Maharashtra,Mumbai,22-06-2025,Cafe Aroma,MG Road,Pizza,Pepper Paneer,99,4.6,3011
Maharashtra,Pune,14-10-2025,Burger King,Sector 18,Pizza,Pepper Paneer,599,4.3,4938
West Bengal,Siliguri,03-01-2024,Spice Hub,Central,Burger,Cheese Burger,299,4.5,2956
Rajasthan,Jaipur,27-08-2024,Burger King,Andheri,Biryani,Hyderabadi Biryani,699,4.3,3950
Madhya Pradesh,Bhopal,07-07-2025,KFC,West,Pizza,Veg Farmhouse,349,4.7,1477
Uttar Pradesh,Lucknow,14-11-2025,Cafe Aroma,Central,Biryani,Hyderabadi Biryani,599,4.2,1345
Karnataka,Mysuru,05-10-2024,Tandoori Treat,Andheri,Chinese,Manchurian,99,3.8,780
Gujarat,Ahmedabad,22-05-2024,Tandoori Treat,South,South Indian,Idli,349,3.9,762
Gujarat,Surat,17-05-2025,Tandoori Treat,West,Chinese,Hakka Noodles,699,4.8,921
Telangana,Warangal,19-01-2024,Pizza Hut,North,Biryani,Veg Biryani,599,4.1,222
Tamil Nadu,Madurai,20-04-2024,Cafe Aroma,MG Road,Chinese,Hakka Noodles,149,4.2,4363
Delhi,New Delhi,09-06-2024,Spice Hub,Central,Burger,Veg Burger,399,4.3,1140
Madhya Pradesh,Bhopal,28-09-2024,Roll Nation,Central,Burger,Aloo Tikki Burger,699,4.2,4637
Telangana,Warangal,02-08-2024,Royal Kitchen,Banjara Hills,South Indian,Masala Dosa,299,3.7,4568
Karnataka,Mysuru,22-09-2025,Pizza Hut,West,South Indian,Idli,299,4.9,4710
Rajasthan,Udaipur,22-11-2024,Royal Kitchen,Koramangala,South Indian,Idli,249,3.9,3511
Karnataka,Mysuru,04-08-2025,Pizza Hut,Koramangala,Beverages,Lassi,399,5,87
Delhi,New Delhi,20-11-2025,Roll Nation,West,Pizza,Margherita,299,4.5,3893
Rajasthan,Jaipur,16-10-2025,Royal Kitchen,North,Beverages,Cold Coffee,499,4.8,4473
Maharashtra,Mumbai,01-03-2025,Burger King,West,Chinese,Manchurian,149,4.5,4567
West Bengal,Siliguri,17-09-2025,Domino's,MG Road,Beverages,Mango Shake,149,4.6,4172
Telangana,Warangal,05-12-2024,Domino's,Central,Pizza,Margherita,199,4.2,4250
Uttar Pradesh,Noida,24-03-2025,Cafe Aroma,Andheri,Burger,Aloo Tikki Burger,399,5,2743
Madhya Pradesh,Indore,29-05-2024,Spice Hub,Andheri,Burger,Veg Burger,599,4.3,3934
Maharashtra,Pune,20-04-2024,Food Junction,West,Chinese,Fried Rice,499,4.4,3332
Uttar Pradesh,Noida,21-04-2025,Pizza Hut,Central,Burger,Aloo Tikki Burger,149,4.9,4823
Delhi,New Delhi,20-05-2025,Domino's,Central,North Indian,Dal Makhani,349,4.2,1428
Delhi,New Delhi,24-08-2024,Tandoori Treat,Central,South Indian,Masala Dosa,599,4.9,3699
Madhya Pradesh,Bhopal,08-06-2025,Burger King,Andheri,Beverages,Lassi,249,4,3536
Rajasthan,Udaipur,17-10-2024,Domino's,West,North Indian,Naan,399,3.6,1098
Uttar Pradesh,Noida,02-05-2025,Food Junction,North,Biryani,Hyderabadi Biryani,499,4.1,2569
Maharashtra,Nagpur,23-12-2024,Subway,MG Road,Chinese,Fried Rice,599,3.7,598
Karnataka,Mysuru,28-06-2024,Cafe Aroma,South,Beverages,Cold Coffee,599,4.1,3121
Karnataka,Mangalore,07-11-2025,Biryani House,North,Biryani,Veg Biryani,99,4.8,2568
Delhi,New Delhi,12-09-2024,Biryani House,West,Chinese,Fried Rice,599,3.8,686
Tamil Nadu,Coimbatore,13-02-2025,Burger King,East,Dessert,Ice Cream,149,4.6,4195
Rajasthan,Udaipur,09-04-2024,Cafe Aroma,South,South Indian,Vada,599,3.6,1268
Uttar Pradesh,Lucknow,22-04-2024,Burger King,South,North Indian,Paneer Butter Masala,199,3.6,4974
Telangana,Hyderabad,19-12-2025,Burger King,Sector 18,Burger,Veg Burger,149,4.5,2442
West Bengal,Kolkata,08-06-2025,Roll Nation,Andheri,Chinese,Hakka Noodles,349,3.8,706
Karnataka,Bengaluru,25-08-2024,Food Junction,Koramangala,Chinese,Fried Rice,699,3.6,2270
Rajasthan,Jaipur,28-02-2024,Royal Kitchen,Banjara Hills,Burger,Aloo Tikki Burger,99,4.1,2932
Rajasthan,Jaipur,09-02-2024,Pizza Hut,Central,South Indian,Idli,399,4.7,2706
Uttar Pradesh,Kanpur,09-05-2024,Royal Kitchen,MG Road,Beverages,Mango Shake,299,4.7,1304
Tamil Nadu,Coimbatore,02-01-2025,Spice Hub,MG Road,Dessert,Ice Cream,399,3.9,3090
Maharashtra,Nagpur,25-01-2024,Biryani House,East,Burger,Aloo Tikki Burger,699,4.9,1156
Delhi,New Delhi,02-07-2025,Cafe Aroma,East,Pizza,Veg Farmhouse,399,4.2,3997
Madhya Pradesh,Bhopal,22-02-2025,Spice Hub,MG Road,Beverages,Mango Shake,149,3.5,3489
Madhya Pradesh,Bhopal,26-06-2024,Pizza Hut,North,Chinese,Fried Rice,499,3.9,2396
Gujarat,Ahmedabad,13-04-2024,Pizza Hut,West,South Indian,Idli,599,4.3,4332
Karnataka,Mysuru,12-06-2024,Biryani House,North,Burger,Veg Burger,499,4.9,2759
Maharashtra,Pune,15-10-2025,Subway,Central,Chinese,Manchurian,249,3.9,1891
Gujarat,Ahmedabad,31-10-2024,Pizza Hut,North,Chinese,Fried Rice,499,4.4,990
Uttar Pradesh,Kanpur,12-03-2025,Roll Nation,East,Biryani,Paneer Biryani,349,4.4,192
West Bengal,Kolkata,06-06-2024,Royal Kitchen,Andheri,North Indian,Dal Makhani,399,3.7,4427
Madhya Pradesh,Bhopal,28-11-2025,Subway,North,Biryani,Paneer Biryani,349,4.4,774
Delhi,New Delhi,12-11-2025,Cafe Aroma,MG Road,Pizza,Pepper Paneer,499,4.2,1555
Delhi,New Delhi,07-12-2025,Pizza Hut,MG Road,Burger,Veg Burger,99,5,4181
West Bengal,Kolkata,02-04-2025,Tandoori Treat,Sector 18,Beverages,Mango Shake,299,5,1329
Tamil Nadu,Madurai,02-06-2025,Domino's,Andheri,Burger,Veg Burger,249,4.5,3227
West Bengal,Kolkata,08-12-2025,Domino's,Sector 18,Dessert,Ice Cream,299,4.8,4357
Madhya Pradesh,Indore,19-05-2025,Tandoori Treat,East,Beverages,Cold Coffee,249,3.9,4599
Delhi,New Delhi,15-07-2025,Royal Kitchen,North,North Indian,Paneer Butter Masala,399,4.4,2736
Telangana,Warangal,24-05-2025,Royal Kitchen,East,Pizza,Pepper Paneer,399,4.8,713
West Bengal,Kolkata,07-11-2025,Food Junction,MG Road,South Indian,Vada,299,4.7,1273
Uttar Pradesh,Kanpur,06-03-2025,Tandoori Treat,Sector 18,Burger,Veg Burger,499,4.7,1264
Gujarat,Ahmedabad,07-03-2024,Roll Nation,Central,Beverages,Lassi,199,4.1,674
Tamil Nadu,Madurai,18-03-2025,Cafe Aroma,Andheri,Burger,Veg Burger,199,4,740
Delhi,New Delhi,25-04-2025,Food Junction,MG Road,Beverages,Cold Coffee,399,4.4,2688
Karnataka,Bengaluru,15-08-2024,Biryani House,West,North Indian,Dal Makhani,399,3.8,3087
Uttar Pradesh,Noida,02-02-2024,KFC,Banjara Hills,Burger,Aloo Tikki Burger,199,4.6,3653
Uttar Pradesh,Noida,07-09-2025,Subway,Koramangala,North Indian,Dal Makhani,349,3.8,3657
Delhi,New Delhi,18-01-2024,Cafe Aroma,North,Beverages,Cold Coffee,199,4.6,4775
Gujarat,Surat,17-08-2024,KFC,East,Beverages,Cold Coffee,249,4.8,2711
Uttar Pradesh,Kanpur,05-03-2025,Biryani House,Sector 18,Biryani,Veg Biryani,199,3.6,3137
Gujarat,Vadodara,23-03-2025,Subway,Banjara Hills,North Indian,Paneer Butter Masala,199,4.2,3585
Delhi,New Delhi,19-09-2025,Domino's,Central,Dessert,Ice Cream,299,4.5,2494
Rajasthan,Jaipur,03-06-2024,Burger King,West,Dessert,Ice Cream,99,4.5,4965
West Bengal,Kolkata,15-10-2024,Food Junction,West,Chinese,Hakka Noodles,699,3.5,2577
Rajasthan,Jaipur,19-01-2025,Royal Kitchen,South,Biryani,Veg Biryani,249,4.2,4522
Delhi,New Delhi,17-10-2025,Domino's,Central,Pizza,Pepper Paneer,399,4.5,3790
Karnataka,Bengaluru,21-04-2024,Pizza Hut,Koramangala,Pizza,Margherita,699,3.7,4712
Delhi,New Delhi,16-07-2025,Pizza Hut,Koramangala,Dessert,Gulab Jamun,249,4.5,4253
Madhya Pradesh,Bhopal,23-11-2024,Food Junction,Sector 18,Chinese,Manchurian,149,4,3830
Delhi,New Delhi,31-12-2025,Food Junction,Sector 18,Burger,Veg Burger,149,4.2,3238
Madhya Pradesh,Indore,12-12-2025,Spice Hub,Andheri,Dessert,Ice Cream,399,3.7,1229
Rajasthan,Jaipur,08-07-2024,KFC,Koramangala,Pizza,Veg Farmhouse,299,4.9,4097
Tamil Nadu,Coimbatore,20-07-2025,Royal Kitchen,Andheri,Burger,Veg Burger,249,4.3,2369
Rajasthan,Jaipur,20-06-2025,Roll Nation,North,North Indian,Naan,499,4.3,4410
Maharashtra,Nagpur,01-06-2024,Biryani House,North,North Indian,Naan,149,3.5,883
Rajasthan,Udaipur,30-12-2025,Burger King,MG Road,Chinese,Hakka Noodles,99,3.6,3059
Karnataka,Mysuru,10-04-2025,Roll Nation,South,Biryani,Hyderabadi Biryani,249,4.9,4353
Karnataka,Mangalore,02-12-2024,Roll Nation,MG Road,Beverages,Mango Shake,349,4,1164
Madhya Pradesh,Bhopal,03-10-2024,Biryani House,West,Dessert,Gulab Jamun,149,4,2529
Tamil Nadu,Coimbatore,18-04-2024,Domino's,North,Burger,Aloo Tikki Burger,349,4.9,576
Maharashtra,Pune,23-12-2024,Tandoori Treat,Sector 18,South Indian,Idli,199,5,650
Telangana,Warangal,21-05-2025,KFC,West,Dessert,Gulab Jamun,699,3.8,3300
Delhi,New Delhi,07-06-2024,Royal Kitchen,Koramangala,Burger,Cheese Burger,499,3.7,3478
Gujarat,Ahmedabad,17-09-2024,Domino's,MG Road,North Indian,Paneer Butter Masala,149,3.5,3759
Maharashtra,Mumbai,23-10-2024,KFC,South,Burger,Aloo Tikki Burger,349,4.7,3084
Delhi,New Delhi,06-12-2024,Spice Hub,Andheri,South Indian,Idli,149,4.1,1087
Gujarat,Vadodara,27-01-2024,Biryani House,Andheri,Biryani,Paneer Biryani,149,3.5,4508
Maharashtra,Mumbai,14-05-2024,Food Junction,South,Chinese,Fried Rice,299,4,4265
Madhya Pradesh,Bhopal,11-11-2024,Cafe Aroma,East,Biryani,Hyderabadi Biryani,499,5,3948
West Bengal,Siliguri,12-12-2025,KFC,West,Chinese,Fried Rice,399,4.7,2130
Telangana,Hyderabad,01-02-2025,Food Junction,Central,Burger,Veg Burger,249,4,1238
Maharashtra,Pune,20-03-2025,Spice Hub,East,Burger,Aloo Tikki Burger,699,3.9,426
Tamil Nadu,Coimbatore,05-12-2025,Biryani House,Sector 18,Beverages,Mango Shake,499,3.6,3873
Delhi,New Delhi,04-03-2024,Burger King,Koramangala,North Indian,Naan,249,5,263
Delhi,New Delhi,20-02-2024,Pizza Hut,West,Dessert,Gulab Jamun,99,4.1,4435
Delhi,New Delhi,13-01-2024,Subway,West,South Indian,Idli,399,4.4,4187
Gujarat,Surat,01-06-2025,Pizza Hut,Banjara Hills,South Indian,Idli,149,4.2,1359
Tamil Nadu,Coimbatore,15-07-2024,Spice Hub,MG Road,Dessert,Ice Cream,399,4.4,322
Delhi,New Delhi,11-02-2025,Food Junction,West,Pizza,Margherita,399,4.8,3905
Telangana,Warangal,09-05-2024,Spice Hub,Sector 18,North Indian,Dal Makhani,599,4.1,1728
West Bengal,Kolkata,26-02-2024,Tandoori Treat,Andheri,North Indian,Dal Makhani,599,4.4,2301
Gujarat,Ahmedabad,02-11-2025,Tandoori Treat,Andheri,South Indian,Idli,599,4.4,4645
Tamil Nadu,Madurai,20-04-2024,Burger King,Banjara Hills,Burger,Aloo Tikki Burger,599,3.8,4831
Karnataka,Mysuru,09-01-2024,KFC,East,Dessert,Gulab Jamun,299,4.2,3354
Rajasthan,Jaipur,22-11-2025,Burger King,North,Chinese,Manchurian,99,4,1396
Madhya Pradesh,Indore,05-12-2024,Food Junction,Koramangala,North Indian,Dal Makhani,249,4.8,4971
Telangana,Hyderabad,04-04-2024,Cafe Aroma,West,South Indian,Idli,299,4.7,4580
Gujarat,Vadodara,07-02-2024,Food Junction,Andheri,Biryani,Veg Biryani,599,4.4,678
Delhi,New Delhi,10-06-2025,Biryani House,Central,Chinese,Hakka Noodles,99,3.6,2971
Rajasthan,Udaipur,14-05-2024,Subway,Sector 18,North Indian,Naan,249,4.9,404
Telangana,Hyderabad,17-07-2024,Food Junction,Andheri,South Indian,Masala Dosa,349,4.4,4687
Delhi,New Delhi,05-08-2025,Royal Kitchen,Koramangala,Dessert,Brownie,199,3.8,1193
Uttar Pradesh,Noida,25-11-2024,Biryani House,MG Road,Burger,Veg Burger,499,4.7,53
Tamil Nadu,Coimbatore,06-05-2025,Tandoori Treat,Koramangala,Dessert,Gulab Jamun,349,4.8,3773
Madhya Pradesh,Bhopal,09-10-2025,Biryani House,West,Beverages,Cold Coffee,349,3.7,1369
Karnataka,Mangalore,27-07-2024,KFC,MG Road,Chinese,Hakka Noodles,599,4.9,3515
Gujarat,Surat,29-12-2025,Food Junction,Central,Biryani,Hyderabadi Biryani,599,4.8,1207
Madhya Pradesh,Indore,05-05-2025,Spice Hub,Central,Beverages,Lassi,299,4.6,3030
West Bengal,Siliguri,13-01-2025,Tandoori Treat,MG Road,Pizza,Pepper Paneer,249,3.9,1576
Maharashtra,Pune,23-09-2025,Biryani House,Koramangala,Chinese,Manchurian,249,4.2,283
West Bengal,Kolkata,23-02-2024,Tandoori Treat,Sector 18,Burger,Aloo Tikki Burger,199,4.1,4531
Maharashtra,Mumbai,07-02-2024,Royal Kitchen,Banjara Hills,Beverages,Cold Coffee,399,4,4283
Rajasthan,Jaipur,22-05-2024,Roll Nation,North,Beverages,Lassi,699,4,3718
Rajasthan,Jaipur,21-02-2024,Subway,Andheri,Chinese,Fried Rice,299,4.3,1401
West Bengal,Kolkata,14-02-2025,Subway,West,Burger,Aloo Tikki Burger,599,4.4,1571
Delhi,New Delhi,09-03-2024,Food Junction,West,Pizza,Pepper Paneer,149,4.7,3727
Rajasthan,Udaipur,22-05-2025,Royal Kitchen,South,Burger,Veg Burger,99,3.6,212
Uttar Pradesh,Lucknow,25-02-2025,Roll Nation,Andheri,South Indian,Idli,499,3.8,4012
Rajasthan,Jaipur,12-01-2024,Spice Hub,Koramangala,Pizza,Margherita,349,4.3,4652
West Bengal,Siliguri,16-12-2025,Domino's,Banjara Hills,South Indian,Masala Dosa,149,3.7,1058
Rajasthan,Jaipur,12-06-2025,Roll Nation,South,Beverages,Lassi,299,3.7,932
Delhi,New Delhi,25-09-2025,Royal Kitchen,Central,Burger,Veg Burger,199,3.5,238
Madhya Pradesh,Bhopal,21-02-2025,Biryani House,MG Road,Pizza,Pepper Paneer,99,3.6,44
Madhya Pradesh,Bhopal,23-11-2025,KFC,East,Chinese,Hakka Noodles,149,4.4,3406
Tamil Nadu,Coimbatore,12-10-2024,Tandoori Treat,Koramangala,Burger,Cheese Burger,99,3.6,4190
Rajasthan,Udaipur,03-11-2025,Subway,Central,Burger,Veg Burger,599,4.8,3231
Telangana,Warangal,02-04-2024,Roll Nation,West,South Indian,Idli,399,4.9,4092
West Bengal,Siliguri,06-07-2024,Food Junction,Central,North Indian,Paneer Butter Masala,199,3.8,4182
Gujarat,Surat,07-12-2025,Subway,North,North Indian,Naan,599,4.4,3159
Karnataka,Mangalore,07-06-2025,Cafe Aroma,Andheri,South Indian,Masala Dosa,499,4.4,4022
Maharashtra,Nagpur,25-11-2024,Subway,Sector 18,South Indian,Vada,299,3.6,3347
Maharashtra,Mumbai,24-03-2025,Subway,Koramangala,Beverages,Lassi,99,4.6,166
West Bengal,Kolkata,12-05-2024,Food Junction,Banjara Hills,Dessert,Ice Cream,99,4.1,2441
Gujarat,Ahmedabad,28-08-2024,Cafe Aroma,Central,Chinese,Manchurian,599,4.3,1915
Maharashtra,Nagpur,24-06-2025,Domino's,Koramangala,North Indian,Naan,399,3.7,1063
Gujarat,Vadodara,12-03-2025,Pizza Hut,Central,Dessert,Gulab Jamun,299,3.6,684
Madhya Pradesh,Bhopal,18-03-2024,Cafe Aroma,East,Pizza,Veg Farmhouse,599,3.6,1543
Karnataka,Bengaluru,24-12-2024,Burger King,Sector 18,Dessert,Ice Cream,149,3.8,3361
Delhi,New Delhi,23-06-2025,Burger King,Central,North Indian,Paneer Butter Masala,399,4.5,3167
Madhya Pradesh,Indore,09-12-2024,Spice Hub,Sector 18,North Indian,Paneer Butter Masala,249,4.2,4135
Madhya Pradesh,Bhopal,07-08-2025,Roll Nation,MG Road,Pizza,Pepper Paneer,599,3.8,4679
Uttar Pradesh,Lucknow,03-04-2025,Burger King,Andheri,Pizza,Pepper Paneer,699,4.9,1953
Maharashtra,Nagpur,27-06-2024,Royal Kitchen,Andheri,Dessert,Ice Cream,249,3.8,4486
Madhya Pradesh,Bhopal,25-04-2024,Subway,Andheri,South Indian,Idli,149,4.8,3002
Gujarat,Ahmedabad,23-04-2025,Food Junction,South,Beverages,Lassi,199,4.4,4205
Uttar Pradesh,Lucknow,17-12-2024,Subway,Banjara Hills,North Indian,Paneer Butter Masala,99,4.2,38
Delhi,New Delhi,23-10-2024,Burger King,Banjara Hills,Beverages,Mango Shake,299,4.6,620
Uttar Pradesh,Lucknow,08-08-2025,Subway,South,Burger,Aloo Tikki Burger,349,4.6,444
Maharashtra,Mumbai,15-08-2024,Tandoori Treat,Central,Chinese,Hakka Noodles,149,4.1,1043
Telangana,Hyderabad,03-07-2024,Subway,Central,Burger,Veg Burger,399,3.5,4769
Madhya Pradesh,Indore,15-10-2025,Spice Hub,Koramangala,Chinese,Hakka Noodles,499,4.4,1138
Uttar Pradesh,Kanpur,03-05-2025,Subway,Koramangala,Biryani,Veg Biryani,699,3.7,774
Madhya Pradesh,Indore,01-07-2024,Subway,MG Road,North Indian,Paneer Butter Masala,499,4,1102
West Bengal,Kolkata,08-02-2024,Spice Hub,MG Road,Chinese,Fried Rice,499,4.7,2461
Gujarat,Vadodara,13-10-2025,Cafe Aroma,North,Pizza,Margherita,299,4.2,4035
Gujarat,Vadodara,15-05-2024,Burger King,Central,Dessert,Gulab Jamun,199,3.9,249
Tamil Nadu,Coimbatore,07-03-2024,Cafe Aroma,MG Road,Pizza,Pepper Paneer,149,4.3,3626
Uttar Pradesh,Noida,10-03-2025,Roll Nation,Sector 18,Pizza,Margherita,149,4.9,820
Madhya Pradesh,Indore,08-08-2024,Royal Kitchen,Andheri,Dessert,Gulab Jamun,299,4.8,2938
Delhi,New Delhi,31-03-2025,Domino's,South,Burger,Aloo Tikki Burger,599,3.6,1868
Tamil Nadu,Madurai,01-01-2025,Biryani House,Koramangala,North Indian,Paneer Butter Masala,199,4.7,2441
Uttar Pradesh,Lucknow,04-07-2024,Roll Nation,Sector 18,North Indian,Paneer Butter Masala,99,3.5,947
Tamil Nadu,Coimbatore,08-06-2024,Pizza Hut,Banjara Hills,Burger,Veg Burger,149,4.4,4375
Gujarat,Ahmedabad,19-07-2025,Tandoori Treat,MG Road,North Indian,Naan,399,5,4795
Telangana,Hyderabad,21-12-2024,Roll Nation,Andheri,Beverages,Mango Shake,499,4.1,4571
Tamil Nadu,Madurai,23-12-2025,Food Junction,East,Biryani,Hyderabadi Biryani,299,3.7,1546
Delhi,New Delhi,15-09-2024,Royal Kitchen,MG Road,Pizza,Pepper Paneer,249,3.9,4415
Tamil Nadu,Chennai,10-09-2025,Cafe Aroma,East,Chinese,Hakka Noodles,599,5,1520
Karnataka,Mangalore,10-10-2025,Biryani House,Sector 18,Chinese,Fried Rice,699,3.6,3701
Maharashtra,Mumbai,29-07-2025,KFC,East,Chinese,Manchurian,699,4.7,3917
Tamil Nadu,Madurai,28-04-2025,Royal Kitchen,Koramangala,Beverages,Cold Coffee,349,4.9,2294
Maharashtra,Mumbai,30-01-2024,KFC,West,South Indian,Vada,199,3.9,2742
Tamil Nadu,Chennai,17-02-2025,Subway,MG Road,South Indian,Vada,399,4.9,4627
Rajasthan,Udaipur,08-01-2025,Burger King,North,Chinese,Fried Rice,699,4,1469
Telangana,Hyderabad,03-05-2024,Royal Kitchen,Andheri,Burger,Veg Burger,349,4.8,3133
Maharashtra,Mumbai,08-08-2025,Subway,Koramangala,Burger,Veg Burger,399,3.6,1191
Telangana,Warangal,28-07-2024,Food Junction,South,Beverages,Lassi,499,3.6,1314
West Bengal,Siliguri,11-03-2024,Biryani House,Koramangala,South Indian,Idli,199,4.1,2619
Uttar Pradesh,Noida,18-02-2024,Cafe Aroma,Koramangala,Dessert,Brownie,199,3.6,425
Delhi,New Delhi,31-01-2024,Domino's,Andheri,Burger,Cheese Burger,399,4.4,2097
Madhya Pradesh,Indore,10-04-2024,Tandoori Treat,Andheri,Chinese,Manchurian,499,3.5,3847
Gujarat,Ahmedabad,07-05-2025,Food Junction,Sector 18,Pizza,Margherita,599,4.6,1912
Maharashtra,Mumbai,30-09-2025,Pizza Hut,MG Road,Biryani,Veg Biryani,249,4.2,1997
Madhya Pradesh,Indore,20-08-2024,Pizza Hut,West,North Indian,Naan,199,3.9,4708
Karnataka,Bengaluru,02-04-2025,Subway,South,North Indian,Naan,249,4.5,1442
Telangana,Hyderabad,28-11-2025,Spice Hub,Sector 18,Pizza,Pepper Paneer,149,4.1,3424
West Bengal,Siliguri,18-02-2025,Tandoori Treat,Central,Chinese,Manchurian,99,4.5,613
Telangana,Hyderabad,26-02-2024,Tandoori Treat,East,South Indian,Idli,399,3.7,1705
West Bengal,Siliguri,14-03-2024,Cafe Aroma,Central,North Indian,Dal Makhani,699,4.7,1929
Telangana,Hyderabad,12-07-2024,Burger King,South,Pizza,Margherita,399,3.6,3227
Madhya Pradesh,Bhopal,16-12-2025,Royal Kitchen,East,Chinese,Hakka Noodles,99,3.7,122
Uttar Pradesh,Kanpur,01-07-2024,Royal Kitchen,Koramangala,Biryani,Paneer Biryani,149,3.6,451
Uttar Pradesh,Noida,02-06-2024,Pizza Hut,Central,Pizza,Veg Farmhouse,699,3.5,4057
Telangana,Warangal,19-08-2024,Biryani House,Andheri,Pizza,Pepper Paneer,499,3.5,4858
Rajasthan,Jaipur,28-11-2024,Roll Nation,Andheri,Pizza,Margherita,349,4.8,4745
Maharashtra,Nagpur,30-08-2025,Royal Kitchen,East,Beverages,Lassi,349,3.8,4827
West Bengal,Kolkata,04-04-2024,KFC,Banjara Hills,Biryani,Paneer Biryani,699,3.5,3769
